timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2024-05-01T00:00:00.000Z";"2024-05-01T23:59:59.999Z";"2024-05-01T23:53:00.000Z";"2024-05-01T08:23:00.000Z";"2781";2.5360087746;2.8305199074;2.4131505655;2.8116933703;675948019.08;2939260045.37;"2024-05-01T23:59:59.999Z"
"2024-04-30T00:00:00.000Z";"2024-04-30T23:59:59.999Z";"2024-04-30T23:50:00.000Z";"2024-04-30T19:29:00.000Z";"2781";2.4973085009;2.5459253587;2.2850980488;2.5359890045;350351390.08;2651092515.49;"2024-04-30T23:59:59.999Z"
"2024-04-29T00:00:00.000Z";"2024-04-29T23:59:59.999Z";"2024-04-29T01:40:00.000Z";"2024-04-29T21:38:00.000Z";"2781";2.6325072568;2.6701055773;2.4069659224;2.4973146901;311317317.13;2610636028.53;"2024-04-29T23:59:59.999Z"
"2024-04-28T00:00:00.000Z";"2024-04-28T23:59:59.999Z";"2024-04-28T18:51:00.000Z";"2024-04-28T01:22:00.000Z";"2781";2.6198079396;2.7709435876;2.6075375043;2.6325242059;383501977.2;2751970085.95;"2024-04-28T23:59:59.999Z"
"2024-04-27T00:00:00.000Z";"2024-04-27T23:59:59.999Z";"2024-04-27T18:11:00.000Z";"2024-04-27T01:20:00.000Z";"2781";2.3310739546;2.654507965;2.2614497283;2.6197930409;330364991.09;2738694475.47;"2024-04-27T23:59:59.999Z"
"2024-04-26T00:00:00.000Z";"2024-04-26T23:59:59.999Z";"2024-04-26T03:23:00.000Z";"2024-04-26T16:47:00.000Z";"2781";2.4186618454;2.430324886;2.3182954444;2.3310676711;194899205.93;2436857780.65;"2024-04-26T23:59:59.999Z"
"2024-04-25T00:00:00.000Z";"2024-04-25T23:59:59.999Z";"2024-04-25T21:37:00.000Z";"2024-04-25T10:59:00.000Z";"2781";2.4202959653;2.4704367667;2.3510115695;2.4186618454;205689583.25;2528420398.27;"2024-04-25T23:59:59.999Z"
"2024-04-24T00:00:00.000Z";"2024-04-24T23:59:59.999Z";"2024-04-24T12:21:00.000Z";"2024-04-24T23:07:00.000Z";"2781";2.4918973025;2.6126597237;2.3893325577;2.420256512;268045900.37;2530087430.63;"2024-04-24T23:59:59.999Z"
"2024-04-23T00:00:00.000Z";"2024-04-23T23:59:59.999Z";"2024-04-23T01:16:00.000Z";"2024-04-23T08:16:00.000Z";"2781";2.5506809411;2.584155791;2.470119257;2.4918984537;201713075.51;2604979270.63;"2024-04-23T23:59:59.999Z"
"2024-04-22T00:00:00.000Z";"2024-04-22T23:59:59.999Z";"2024-04-22T11:25:00.000Z";"2024-04-22T00:00:00.000Z";"2781";2.4420979063;2.5933578506;2.4420979063;2.5506809411;245067547.81;2666430503.01;"2024-04-22T23:59:59.999Z"
"2024-04-21T00:00:00.000Z";"2024-04-21T23:59:59.999Z";"2024-04-21T06:31:00.000Z";"2024-04-21T16:41:00.000Z";"2781";2.5063965566;2.5339659864;2.3863828812;2.4421092299;165193529.81;2552919984.51;"2024-04-21T23:59:59.999Z"
"2024-04-20T00:00:00.000Z";"2024-04-20T23:59:59.999Z";"2024-04-20T23:31:00.000Z";"2024-04-20T01:07:00.000Z";"2781";2.2358995505;2.5246416305;2.2041963837;2.5063965566;206431125.01;2620136499.04;"2024-04-20T23:59:59.999Z"
"2024-04-19T00:00:00.000Z";"2024-04-19T23:59:59.999Z";"2024-04-19T15:47:00.000Z";"2024-04-19T02:31:00.000Z";"2781";2.2251174721;2.2915344448;2.0478840262;2.2358978683;264353554.62;2337362616.15;"2024-04-19T23:59:59.999Z"
"2024-04-18T00:00:00.000Z";"2024-04-18T23:59:59.999Z";"2024-04-18T14:21:00.000Z";"2024-04-18T00:38:00.000Z";"2781";2.1637946382;2.2651125236;2.1205684483;2.2251174721;189303016.25;2326093007.04;"2024-04-18T23:59:59.999Z"
"2024-04-17T00:00:00.000Z";"2024-04-17T23:59:59.999Z";"2024-04-17T00:53:00.000Z";"2024-04-17T16:08:00.000Z";"2781";2.2428674479;2.2719819032;2.0854853889;2.1637946382;224504034.15;2261987351.15;"2024-04-17T23:59:59.999Z"
"2024-04-16T00:00:00.000Z";"2024-04-16T23:59:59.999Z";"2024-04-16T01:38:00.000Z";"2024-04-16T15:54:00.000Z";"2781";2.2673050039;2.2877744065;2.1147846501;2.2428703885;276382789.57;2344648474.4;"2024-04-16T23:59:59.999Z"
"2024-04-15T00:00:00.000Z";"2024-04-15T23:59:59.999Z";"2024-04-15T14:08:00.000Z";"2024-04-15T19:08:00.000Z";"2781";2.3292028118;2.4328869199;2.200563021;2.2673050039;385668271.12;2370195003.42;"2024-04-15T23:59:59.999Z"
"2024-04-14T00:00:00.000Z";"2024-04-14T23:59:59.999Z";"2024-04-14T23:22:00.000Z";"2024-04-14T00:28:00.000Z";"2781";2.1212113149;2.3669680517;2.065821984;2.329215549;484108232.54;2343520659.19;"2024-04-14T23:59:59.999Z"
"2024-04-13T00:00:00.000Z";"2024-04-13T23:59:59.999Z";"2024-04-13T07:07:00.000Z";"2024-04-13T20:10:00.000Z";"2781";2.4507227134;2.458119399;1.856491693;2.1212113149;639460155.26;2134238946.3;"2024-04-13T23:59:59.999Z"
"2024-04-12T00:00:00.000Z";"2024-04-12T23:59:59.999Z";"2024-04-12T04:55:00.000Z";"2024-04-12T18:37:00.000Z";"2781";2.9417037238;3.023262148;2.1525355726;2.4507227134;470554247.59;2465774072.07;"2024-04-12T23:59:59.999Z"
"2024-04-11T00:00:00.000Z";"2024-04-11T23:59:59.999Z";"2024-04-11T07:20:00.000Z";"2024-04-11T23:28:00.000Z";"2781";3.0361570524;3.1026798748;2.9241130727;2.941794247;214623775.17;2959861570.6;"2024-04-11T23:59:59.999Z"
"2024-04-10T00:00:00.000Z";"2024-04-10T23:59:59.999Z";"2024-04-10T00:29:00.000Z";"2024-04-10T12:41:00.000Z";"2781";3.0425305595;3.0809729228;2.9194289214;3.0362706281;254227834.43;3054918187.78;"2024-04-10T23:59:59.999Z"
"2024-04-09T00:00:00.000Z";"2024-04-09T23:59:59.999Z";"2024-04-09T00:17:00.000Z";"2024-04-09T23:40:00.000Z";"2781";3.3641056964;3.4060376286;3.0280072158;3.0424822089;282480081.23;3061216565.17;"2024-04-09T23:59:59.999Z"
"2024-04-08T00:00:00.000Z";"2024-04-08T23:59:59.999Z";"2024-04-08T21:38:00.000Z";"2024-04-08T03:13:00.000Z";"2781";3.1988687936;3.3771193178;3.0894264415;3.3641056964;313804098.14;3384766687.98;"2024-04-08T23:59:59.999Z"
"2024-04-07T00:00:00.000Z";"2024-04-07T23:59:59.999Z";"2024-04-07T23:55:00.000Z";"2024-04-07T00:31:00.000Z";"2781";2.9941931805;3.2019722714;2.9855153572;3.1988687936;192483135.93;3218514966.16;"2024-04-07T23:59:59.999Z"
"2024-04-06T00:00:00.000Z";"2024-04-06T23:59:59.999Z";"2024-04-06T23:12:00.000Z";"2024-04-06T00:15:00.000Z";"2781";2.8744946843;3.0207366841;2.8577945961;2.9941931805;179489589.47;3012582317.36;"2024-04-06T23:59:59.999Z"
"2024-04-05T00:00:00.000Z";"2024-04-05T23:59:59.999Z";"2024-04-05T00:01:00.000Z";"2024-04-05T23:46:00.000Z";"2781";3.1026496379;3.103596544;2.8700035774;2.8744946843;246134869.65;2892148680.85;"2024-04-05T23:59:59.999Z"
"2024-04-04T00:00:00.000Z";"2024-04-04T23:59:59.999Z";"2024-04-04T18:05:00.000Z";"2024-04-04T04:34:00.000Z";"2781";3.0562804155;3.2226880272;3.0053680113;3.1026314561;210274014.42;3121704870.93;"2024-04-04T23:59:59.999Z"
"2024-04-03T00:00:00.000Z";"2024-04-03T23:59:59.999Z";"2024-04-03T07:19:00.000Z";"2024-04-03T21:10:00.000Z";"2781";3.1580574778;3.229647161;3.0279196266;3.056298603;246996988.23;3075050867.31;"2024-04-03T23:59:59.999Z"
"2024-04-02T00:00:00.000Z";"2024-04-02T23:59:59.999Z";"2024-04-02T00:00:00.000Z";"2024-04-02T16:23:00.000Z";"2781";3.4981181683;3.4981611704;3.1093554732;3.1580574778;340047126.02;3177453003.66;"2024-04-02T23:59:59.999Z"
"2024-04-01T00:00:00.000Z";"2024-04-01T23:59:59.999Z";"2024-04-01T00:27:00.000Z";"2024-04-01T18:11:00.000Z";"2781";3.6889425806;3.689307621;3.3923865186;3.4981181683;244345587.31;3519602210.81;"2024-04-01T23:59:59.999Z"
"2024-03-31T00:00:00.000Z";"2024-03-31T23:59:59.999Z";"2024-03-31T06:41:00.000Z";"2024-03-31T04:26:00.000Z";"2781";3.6589039494;3.7472699484;3.6160725982;3.688945047;148552494.2;3711598590.31;"2024-03-31T23:59:59.999Z"
"2024-03-30T00:00:00.000Z";"2024-03-30T23:59:59.999Z";"2024-03-30T05:19:00.000Z";"2024-03-30T00:28:00.000Z";"2781";3.6195872102;3.7964245789;3.6081248068;3.6589043012;189220862.59;3681375473.9;"2024-03-30T23:59:59.999Z"
"2024-03-29T00:00:00.000Z";"2024-03-29T23:59:59.999Z";"2024-03-29T01:46:00.000Z";"2024-03-29T21:38:00.000Z";"2781";3.7248089883;3.7451662041;3.5720051016;3.6195885408;189661398.17;3641818605.82;"2024-03-29T23:59:59.999Z"
"2024-03-28T00:00:00.000Z";"2024-03-28T23:59:59.999Z";"2024-03-28T23:28:00.000Z";"2024-03-28T03:49:00.000Z";"2781";3.6732061301;3.7502817206;3.6116238076;3.7247947539;243203870.31;3747670953.38;"2024-03-28T23:59:59.999Z"
"2024-03-27T00:00:00.000Z";"2024-03-27T23:59:59.999Z";"2024-03-27T13:17:00.000Z";"2024-03-27T19:14:00.000Z";"2781";3.9188845507;4.0213268833;3.6473027278;3.6732038584;379901023.62;3695763207.25;"2024-03-27T23:59:59.999Z"
"2024-03-26T00:00:00.000Z";"2024-03-26T23:59:59.999Z";"2024-03-26T10:20:00.000Z";"2024-03-26T14:34:00.000Z";"2781";3.8624607384;4.0160254256;3.7951046625;3.9188845507;348891232.38;3942952772.09;"2024-03-26T23:59:59.999Z"
"2024-03-25T00:00:00.000Z";"2024-03-25T23:59:59.999Z";"2024-03-25T05:34:00.000Z";"2024-03-25T00:05:00.000Z";"2781";3.7069744982;3.9176259632;3.6980588396;3.8624607384;368007878.11;3886182427.27;"2024-03-25T23:59:59.999Z"
"2024-03-24T00:00:00.000Z";"2024-03-24T23:59:59.999Z";"2024-03-24T13:25:00.000Z";"2024-03-24T04:41:00.000Z";"2781";3.4372775192;3.7789399855;3.3772325491;3.7069744982;354719177.13;3729741252.76;"2024-03-24T23:59:59.999Z"
"2024-03-23T00:00:00.000Z";"2024-03-23T23:59:59.999Z";"2024-03-23T14:59:00.000Z";"2024-03-23T05:16:00.000Z";"2781";3.4139746204;3.5346116181;3.3201653852;3.4373188851;248161931.45;3458387902.86;"2024-03-23T23:59:59.999Z"
"2024-03-22T00:00:00.000Z";"2024-03-22T23:59:59.999Z";"2024-03-22T13:31:00.000Z";"2024-03-22T22:26:00.000Z";"2781";3.4277204226;3.5930642171;3.3148149324;3.4139746204;442859202.3;3434941886.96;"2024-03-22T23:59:59.999Z"
"2024-03-21T00:00:00.000Z";"2024-03-21T23:59:59.999Z";"2024-03-21T02:37:00.000Z";"2024-03-21T18:46:00.000Z";"2781";3.5457984503;3.5963786547;3.3388665393;3.4277110113;358115884.33;3448762641.3;"2024-03-21T23:59:59.999Z"
"2024-03-20T00:00:00.000Z";"2024-03-20T23:59:59.999Z";"2024-03-20T12:37:00.000Z";"2024-03-20T05:50:00.000Z";"2781";3.4496076235;3.5659805342;3.1748637703;3.5457984503;659939230.41;3567575326.1;"2024-03-20T23:59:59.999Z"
"2024-03-19T00:00:00.000Z";"2024-03-19T23:59:59.999Z";"2024-03-19T23:53:00.000Z";"2024-03-19T09:14:00.000Z";"2781";3.3041635676;3.4920760985;2.9817982089;3.449967181;571521100.62;3470793733.73;"2024-03-19T23:59:59.999Z"
"2024-03-18T00:00:00.000Z";"2024-03-18T23:59:59.999Z";"2024-03-18T00:00:00.000Z";"2024-03-18T17:10:00.000Z";"2781";3.5800429234;3.5807173216;3.2468099302;3.3041635676;334082926.93;3324456418.59;"2024-03-18T23:59:59.999Z"
"2024-03-17T00:00:00.000Z";"2024-03-17T23:59:59.999Z";"2024-03-17T22:43:00.000Z";"2024-03-17T07:24:00.000Z";"2781";3.5451107462;3.6335171015;3.377092529;3.5934544442;331029297.61;3615524004.05;"2024-03-17T23:59:59.999Z"
"2024-03-16T00:00:00.000Z";"2024-03-16T23:59:59.999Z";"2024-03-16T04:33:00.000Z";"2024-03-16T18:57:00.000Z";"2781";3.8119240485;3.8457992108;3.4625079759;3.545104256;366333226.65;3566876868.27;"2024-03-16T23:59:59.999Z"
"2024-03-15T00:00:00.000Z";"2024-03-15T23:59:59.999Z";"2024-03-15T00:42:00.000Z";"2024-03-15T09:15:00.000Z";"2781";4.1995385138;4.2293837566;3.6338323281;3.8119240485;509049118.26;3835335361.22;"2024-03-15T23:59:59.999Z"
"2024-03-14T00:00:00.000Z";"2024-03-14T23:59:59.999Z";"2024-03-14T02:12:00.000Z";"2024-03-14T19:38:00.000Z";"2781";4.4173944917;4.4887981471;4.0343873936;4.1995452432;456208755.35;4225337170.27;"2024-03-14T23:59:59.999Z"
"2024-03-13T00:00:00.000Z";"2024-03-13T23:59:59.999Z";"2024-03-13T09:29:00.000Z";"2024-03-13T20:49:00.000Z";"2781";4.3606857062;4.5763430296;4.3337993834;4.4173944917;370923596.45;4444524361.68;"2024-03-13T23:59:59.999Z"
"2024-03-12T00:00:00.000Z";"2024-03-12T23:59:59.999Z";"2024-03-12T02:56:00.000Z";"2024-03-12T17:24:00.000Z";"2781";4.5847951532;4.6733275082;4.158073348;4.3606857062;563897150.33;4387467293.55;"2024-03-12T23:59:59.999Z"
"2024-03-11T00:00:00.000Z";"2024-03-11T23:59:59.999Z";"2024-03-11T09:01:00.000Z";"2024-03-11T16:26:00.000Z";"2781";4.5427846805;4.6474053495;4.4142821086;4.5847951532;549719620.7;4612953131.16;"2024-03-11T23:59:59.999Z"
"2024-03-10T00:00:00.000Z";"2024-03-10T23:59:59.999Z";"2024-03-10T08:07:00.000Z";"2024-03-10T22:59:00.000Z";"2781";4.7033165626;4.7912807854;4.4370240189;4.5427777833;367727363.8;4570684646.85;"2024-03-10T23:59:59.999Z"
"2024-03-09T00:00:00.000Z";"2024-03-09T23:59:59.999Z";"2024-03-09T23:59:00.000Z";"2024-03-09T00:09:00.000Z";"2781";4.4890145187;4.7033126978;4.482295462;4.7033126978;307655960.41;4732202451.63;"2024-03-09T23:59:59.999Z"
"2024-03-08T00:00:00.000Z";"2024-03-08T23:59:59.999Z";"2024-03-08T01:10:00.000Z";"2024-03-08T16:17:00.000Z";"2781";4.6720942039;4.7960090745;4.3728693625;4.4889706791;425700121.58;4516540141.43;"2024-03-08T23:59:59.999Z"
